2.17 3.25 3.4 0
1.5 3.84 7.17 0
3.73 3.3 2.02 0
2.09 3.29 3.56 0
5.52 3.59 1.65 0
2.15 3.26 3.44 0
2.52 3.27 2.8 0
2.03 3.31 3.76 0
2.39 3.22 2.97 0
2.02 3.3 3.81 0
1.7 3.51 5.42 0
2.44 3.26 2.93 0
1.96 3.32 4.0 0
6.23 3.77 1.57 0
6.28 3.97 1.53 0
2.31 3.24 3.11 0
2.36 3.23 3.1 0
2.19 3.32 3.3 0
3.03 3.2 2.44 0
1.86 3.43 4.26 0
2.82 3.37 2.44 0
1.31 5.06 10.05 0
1.99 3.35 3.8 0
1.95 3.45 3.89 0
2.17 3.28 3.42 0
1.3 5.18 10.0 0
2.32 3.22 3.11 0
2.48 3.27 2.82 0
1.44 4.26 7.42 0
1.37 4.7 8.42 0
2.82 3.28 2.48 0
2.23 3.32 3.22 0
2.25 3.27 3.2 0
1.63 3.73 5.48 0
1.78 3.52 4.63 0
8.21 4.64 1.38 0
2.06 3.42 3.51 0
6.73 3.91 1.52 0
2.56 3.4 2.67 0
1.3 4.94 10.38 0
1.26 5.34 11.75 0
1.91 3.42 3.98 0
2.4 3.22 2.93 0
7.17 4.26 1.44 0
1.21 5.92 12.67 0
2.04 3.32 3.66 0
2.2 3.27 3.33 0
2.54 3.34 2.73 0
1.7 3.59 5.12 0
5.22 3.62 1.69 0
2.44 3.18 2.88 0
1.43 4.14 8.0 0
1.27 5.34 10.92 0
1.57 3.77 6.33 0
5.54 3.84 1.61 0
4.01 3.33 1.95 0
1.81 3.45 4.58 0
5.06 3.66 1.69 0
1.85 3.41 4.38 0
3.43 3.3 2.09 0
2.46 3.21 2.8 0
2.11 3.3 3.45 0
1.58 3.83 5.96 0
2.74 3.21 2.58 0
2.35 3.3 3.01 0
3.02 3.21 2.38 0
2.1 3.29 3.54 0
1.83 3.55 4.26 0
2.75 3.28 2.58 0
1.43 4.22 7.96 0
1.88 3.52 4.15 0
5.83 3.66 1.62 0
1.22 5.92 12.67 0
1.45 4.23 7.28 0
2.84 3.23 2.48 0
3.21 3.33 2.25 0
2.22 3.19 3.33 0
3.42 3.32 2.14 0
1.53 4.0 6.23 0
1.98 3.55 3.68 0
2.31 3.23 3.12 0
2.14 3.32 3.43 0
1.3 5.07 10.67 0
4.21 3.51 1.87 0
1.97 3.39 3.83 0
1.56 3.9 6.17 0
2.12 3.34 3.42 0
2.73 3.23 2.58 0
1.22 5.99 13.5 0
4.18 3.52 1.86 0
2.01 3.42 3.71 0
4.76 3.64 1.73 0
2.42 3.42 2.76 0
1.4 4.48 8.22 0
2.4 3.26 2.99 0
2.28 3.35 3.08 0
1.49 4.14 6.58 0
2.99 3.37 2.34 0
3.51 3.32 2.12 0
2.18 3.28 3.35 0
1.38 4.77 7.92 0
2.25 3.23 3.24 0
1.63 3.8 5.46 0
2.36 3.32 2.99 0
4.51 3.43 1.82 0
5.02 3.51 1.73 0
3.28 3.26 2.22 0
1.79 3.5 4.68 0
2.18 3.28 3.32 0
1.75 3.58 4.64 0
2.92 3.24 2.42 0
2.47 3.22 2.95 0
1.94 3.41 3.98 0
3.88 3.33 2.0 0
1.5 4.07 7.13 0
2.7 3.3 2.63 0
3.32 3.35 2.19 0
2.51 3.24 2.88 0
1.94 3.41 3.96 0
2.77 3.32 2.52 0
1.98 3.33 3.96 0
2.6 3.27 2.72 0
2.65 3.34 2.6 0
4.53 3.63 1.78 0
4.95 3.79 1.69 0
1.57 3.97 6.02 0
1.85 3.56 4.24 0
1.54 4.02 6.39 0
2.22 3.33 3.22 0
2.42 3.37 2.85 0
1.93 3.49 3.97 0
2.0 3.4 3.83 0
4.88 3.68 1.72 0
1.48 4.21 6.81 0
2.59 3.31 2.71 0
3.42 3.42 2.12 0
2.19 3.27 3.36 0
1.45 4.32 7.1 0
2.47 3.33 2.81 0
2.09 3.38 3.48 0
1.53 3.97 6.43 0
2.0 3.39 3.78 0
2.44 3.2 2.96 0
2.34 3.3 3.03 0
2.94 3.24 2.42 0
1.99 3.43 3.75 0
1.63 3.64 6.0 0
5.22 3.88 1.64 0
1.85 3.57 4.24 0
2.88 3.33 2.42 0
1.81 3.42 4.71 0
4.83 3.77 1.7 0
1.59 3.86 5.78 0
1.59 3.95 5.98 0
1.98 3.39 3.91 0
2.17 3.41 3.35 0
4.29 3.58 1.86 0
1.25 6.0 12.22 0
1.75 3.71 4.77 0
2.07 3.38 3.67 0
2.92 3.43 2.39 0
3.73 3.4 2.02 0
6.77 4.29 1.49 0
2.12 3.25 3.65 0
2.48 3.22 2.94 0
2.34 3.35 3.07 0
4.48 3.56 1.82 0
6.81 4.22 1.49 0
1.4 4.59 8.49 0
1.96 3.44 3.96 0
2.16 3.33 3.47 0
1.84 3.72 4.17 0
2.3 3.31 3.14 0
2.33 3.22 3.22 0
2.4 3.3 3.0 0
2.44 3.22 3.0 0
2.05 3.38 3.72 0
2.57 3.22 2.82 0
1.36 5.12 8.27 0
2.36 3.31 3.05 0
2.19 3.32 3.33 0
2.27 3.27 3.27 0
6.98 4.34 1.48 0
1.88 3.58 4.1 0
1.75 3.75 4.66 0
5.39 3.68 1.67 0
2.32 3.32 3.1 0
2.26 3.35 3.22 0
2.17 3.43 3.33 0
3.68 3.52 2.01 0
2.19 3.42 3.3 0
2.56 3.37 2.74 0
4.85 3.65 1.74 0
2.35 3.32 3.09 0
1.96 3.43 4.0 0
2.07 3.23 3.88 0
1.92 3.58 3.92 0
2.7 3.08 2.79 0
1.78 3.51 4.8 0
4.34 3.69 1.8 0
2.1 3.47 3.45 0
3.07 3.32 2.33 0
1.56 4.05 6.02 0
2.22 3.32 3.31 0
1.73 3.67 4.92 0
2.37 3.37 3.02 0
3.17 3.34 2.29 0
2.14 3.35 3.53 0
2.41 3.21 3.08 0
5.69 3.72 1.65 0
1.85 3.52 4.4 0
3.45 3.4 2.15 0
2.68 3.22 2.76 0
2.43 3.22 3.01 0
4.63 3.8 1.76 0
1.53 4.12 6.46 0
4.25 3.7 1.83 0
2.27 3.24 3.31 0
2.18 3.32 3.43 0
1.73 3.64 4.92 0
3.1 3.22 2.39 0
2.2 3.38 3.32 0
2.47 3.28 2.9 0
1.29 5.49 10.62 0
6.03 3.88 1.59 0
1.91 3.41 4.27 0
